-DOCSTART- -X- -X- O
- NN O O
releasing NN O O
hormone NN O O
( NN O O
GnRH NN O O
) NN O O
agonist NN O O
or NN O O
were NN O O
previously NN O O
treated NN O O
with NN O O
orchiectomy NN O O
. NN O O
In NN O O
both NN O O
Study NN O O
1 NN O O
and NN O O
Study NN O O
2 NN O O
ZYTIGA NN O O
was NN O O
administered NN O O
at NN O O
a NN O O
dose NN O O
of NN O O
1,000 NN O O
mg NN O O
daily NN O O
in NN O O
combination NN O O
with NN O O
prednisone NN O O
5 NN O O
mg NN O O
twice NN O O
daily NN O O
in NN O O
the NN O O
active NN O O
treatment NN O O
arms NN O O
. NN O O
Placebo NN O O
plus NN O O
prednisone NN O O
5 NN O O
mg NN O O
twice NN O O
daily NN O O
was NN O O
given NN O O
to NN O O
control NN O O
patients NN O O
. NN O O
The NN O O
most NN O O
common NN O O
adverse NN O O
drug NN O O
reactions NN O O
( NN O O
>=10 NN O O
% NN O O
) NN O O
reported NN O O
in NN O O
the NN O O
two NN O O
randomized NN O O
clinical NN O O
trials NN O O
that NN O O
occurred NN O O
more NN O O
commonly NN O O
( NN O O
>2 NN O O
% NN O O
) NN O O
in NN O O
the NN O O
abiraterone NN O O
acetate NN O O
arm NN O O
were NN O O
fatigue NN B-AdverseReaction B-AdverseReaction
joint NN B-AdverseReaction B-AdverseReaction
swelling NN I-AdverseReaction I-AdverseReaction
or NN O O
discomfort NN O O
, NN O O
edema NN B-AdverseReaction B-AdverseReaction
hot NN B-AdverseReaction B-AdverseReaction
flush NN I-AdverseReaction I-AdverseReaction
diarrhea NN B-AdverseReaction B-AdverseReaction
vomiting NN B-AdverseReaction B-AdverseReaction
cough NN B-AdverseReaction B-AdverseReaction
hypertension NN B-AdverseReaction B-AdverseReaction
dyspnea NN B-AdverseReaction B-AdverseReaction
urinary NN B-AdverseReaction B-AdverseReaction
tract NN I-AdverseReaction I-AdverseReaction
infection NN I-AdverseReaction I-AdverseReaction
and NN O O
contusion NN B-AdverseReaction B-AdverseReaction
The NN O O
most NN O O
common NN O O
laboratory NN O O
abnormalities NN O O
( NN O O
>20 NN O O
% NN O O
) NN O O
reported NN O O
in NN O O
the NN O O
two NN O O
randomized NN O O
clinical NN O O
trials NN O O
that NN O O
occurred NN O O
more NN O O
commonly NN O O
( NN O O
>=2 NN O O
% NN O O
) NN O O
in NN O O
the NN O O
abiraterone NN O O
acetate NN O O
arm NN O O
were NN O O
anemia NN B-AdverseReaction B-AdverseReaction
elevated NN B-AdverseReaction B-AdverseReaction
alkaline NN I-AdverseReaction I-AdverseReaction
phosphatase NN I-AdverseReaction I-AdverseReaction
hypertriglyceridemia NN B-AdverseReaction B-AdverseReaction
lymphopenia NN B-AdverseReaction B-AdverseReaction
hypercholesterolemia NN B-AdverseReaction B-AdverseReaction
hyperglycemia NN B-AdverseReaction B-AdverseReaction
elevated NN B-AdverseReaction B-AdverseReaction
AST NN I-AdverseReaction I-AdverseReaction
hypophosphatemia NN B-AdverseReaction B-AdverseReaction
elevated NN B-AdverseReaction B-AdverseReaction
ALT NN I-AdverseReaction I-AdverseReaction
and NN O O
hypokalemia NN B-AdverseReaction B-AdverseReaction
Study NN O O
1 NN O O
: NN O O
Metastatic NN O O
CRPC NN O O
Following NN O O
Chemotherapy NN O O
Study NN O O
1 NN O O
enrolled NN O O
1195 NN O O
patients NN O O
with NN O O
metastatic NN O O
CRPC NN O O
who NN O O
had NN O O
received NN O O
prior NN O O
docetaxel NN O O
chemotherapy NN O O
. NN O O
Patients NN O O
were NN O O
not NN O O
eligible NN O O
if NN O O
AST NN O O
and/or NN O O
ALT NN O O
>=2.5 NN O O
* NN O O
ULN NN O O
in NN O O
the NN O O
absence NN O O
of NN O O
liver NN O O
metastases NN O O
. NN O O
Patients NN O O
with NN O O
liver NN O O
metastases NN O O
were NN O O
excluded NN O O
if NN O O
AST NN O O
and/or NN O O
ALT NN O O
>5 NN O O
* NN O O
ULN. NN O O
Table NN O O
1 NN O O
shows NN O O
adverse NN O O
reactions NN O O
on NN O O
the NN O O
ZYTIGA NN O O
arm NN O O
in NN O O
Study NN O O
1 NN O O
that NN O O
occurred NN O O
with NN O O
a NN O O
>=2 NN O O
% NN O O
absolute NN O O
increase NN O O
in NN O O
frequency NN O O
compared NN O O
to NN O O
placebo NN O O
or NN O O
were NN O O
events NN O O
of NN O O
special NN O O
interest NN O O
. NN O O
The NN O O
median NN O O
duration NN O O
of NN O O
treatment NN O O
with NN O O
ZYTIGA NN O O
was NN O O
8 NN O O
months NN O O
. NN O O
Table NN O O
1 NN O O
: NN O O
Adverse NN O O
Reactions NN O O
due NN O O
to NN O O
ZYTIGA NN O O
in NN O O
Study NN O O
1 NN O O
ZYTIGA NN O O
with NN O O
Prednisone(N=791 NN O O
) NN O O
Placebo NN O O
with NN O O
Prednisone(N=394 NN O O
) NN O O
System/Organ NN O O
Class NN O O
Adverse NN O O
reaction NN O O
All NN O O
Grades NN O O
% NN O O
Grade NN O O
3 NN O O
- NN O O
4 NN O O
% NN O O
All NN O O
Grades NN O O
% NN O O
Grade NN O O
3 NN O O
- NN O O
4 NN O O
% NN O O
Musculoskeletal NN O O
and NN O O
connective NN O O
tissue NN O O
disorders NN O O
Joint NN B-AdverseReaction B-AdverseReaction
swelling NN I-AdverseReaction I-AdverseReaction
29.5 NN O O
4.2 NN O O
23.4 NN O O
4.1 NN O O
Muscle NN B-AdverseReaction B-AdverseReaction
discomfort NN I-AdverseReaction I-AdverseReaction
26.2 NN O O
3.0 NN O O
23.1 NN O O
2.3 NN O O
General NN O O
disorders NN O O
Edema NN B-AdverseReaction B-AdverseReaction
26.7 NN O O
1.9 NN O O
18.3 NN O O
0.8 NN O O
Vascular NN O O
disorders NN O O
Hot NN B-AdverseReaction B-AdverseReaction
flush NN I-AdverseReaction I-AdverseReaction
19.0 NN O O
0.3 NN O O
16.8 NN O O
0.3 NN O O
Hypertension NN B-AdverseReaction B-AdverseReaction
8.5 NN O O
1.3 NN O O
6.9 NN O O
0.3 NN O O
Gastrointestinal NN O O
disorders NN O O
Diarrhea NN B-AdverseReaction B-AdverseReaction
17.6 NN O O
0.6 NN O O
13.5 NN O O
1.3 NN O O
Dyspepsia NN B-AdverseReaction B-AdverseReaction
6.1 NN O O
0 NN O O
3.3 NN O O
0 NN O O
Infections NN O O
and NN O O
infestations NN O O
Urinary NN B-AdverseReaction B-AdverseReaction
tract NN I-AdverseReaction I-AdverseReaction
infection NN I-AdverseReaction I-AdverseReaction
11.5 NN O O
2.1 NN O O
7.1 NN O O
0.5 NN O O
Upper NN B-AdverseReaction B-AdverseReaction
respiratory NN I-AdverseReaction I-AdverseReaction
tract NN I-AdverseReaction I-AdverseReaction
infection NN I-AdverseReaction I-AdverseReaction
5.4 NN O O
0 NN O O
2.5 NN O O
0 NN O O
Respiratory NN O O
, NN O O
thoracic NN O O
and NN O O
mediastinal NN O O
disorders NN O O
Cough NN B-AdverseReaction B-AdverseReaction
10.6 NN O O
0 NN O O
7.6 NN O O
0 NN O O
Renal NN O O
and NN O O
urinary NN O O
disorders NN O O
Urinary NN B-AdverseReaction B-AdverseReaction
frequency NN I-AdverseReaction I-AdverseReaction
7.2 NN O O
0.3 NN O O
5.1 NN O O
0.3 NN O O
Nocturia NN B-AdverseReaction B-AdverseReaction
6.2 NN O O
0 NN O O
4.1 NN O O
0 NN O O
Injury NN O O
, NN O O
poisoning NN O O
and NN O O
procedural NN O O
complications NN O O
Fractures NN B-AdverseReaction B-AdverseReaction
5.9 NN O O
1.4 NN O O
2.3 NN O O
0 NN O O
Cardiac NN O O
disorders NN O O
Arrhythmia NN B-AdverseReaction B-AdverseReaction
7.2 NN O O
1.1 NN O O
4.6 NN O O
1.0 NN O O
Chest NN B-AdverseReaction B-AdverseReaction
pain NN I-AdverseReaction I-AdverseReaction
or NN O O
chest NN B-AdverseReaction B-AdverseReaction
discomfort NN I-AdverseReaction I-AdverseReaction
3.8 NN O O
0.5 NN O O
2.8 NN O O
0 NN O O
Cardiac NN B-AdverseReaction B-AdverseReaction
failure NN I-AdverseReaction I-AdverseReaction
2.3 NN O O
1.9 NN O O
1.0 NN O O
0.3 NN O O
Table NN O O
2 NN O O
shows NN O O
laboratory NN O O
abnormalities NN O O
of NN O O
interest NN O O
from NN O O
Study NN O O
1 NN O O
. NN O O
Grade NN B-Severity B-Severity
3 NN I-Severity I-Severity
- NN I-Severity I-Severity
4 NN I-Severity I-Severity
low NN B-AdverseReaction B-AdverseReaction
serum NN I-AdverseReaction I-AdverseReaction
phosphorus NN I-AdverseReaction I-AdverseReaction
( NN O O
7 NN O O
% NN O O
) NN O O
and NN O O
low NN B-AdverseReaction B-AdverseReaction
potassium NN I-AdverseReaction I-AdverseReaction
( NN O O
5 NN O O
% NN O O
) NN O O
occurred NN O O
at NN O O
a NN O O
greater NN O O
than NN O O
or NN O O
equal NN O O
to NN O O
5 NN O O
% NN O O
rate NN O O
in NN O O
the NN O O
ZYTIGA NN O O
arm NN O O
. NN O O
Table NN O O
2 NN O O
: NN O O
Laboratory NN O O
Abnormalities NN O O
of NN O O
Interest NN O O
in NN O O
Study NN O O
1 NN O O
Abiraterone NN O O
( NN O O
N=791 NN O O
) NN O O
Placebo NN O O
( NN O O
N=394 NN O O
) NN O O
Laboratory NN O O
Abnormality NN O O
All NN O O
Grades NN O O
( NN O O
% NN O O
) NN O O
Grade NN O O
3 NN O O
- NN O O
4 NN O O
( NN O O
% NN O O
) NN O O
All NN O O
Grades NN O O
( NN O O
% NN O O
) NN O O
Grade NN O O
3 NN O O
- NN O O
4 NN O O
( NN O O
% NN O O
) NN O O
Hypertriglyceridemia NN B-AdverseReaction B-AdverseReaction
62.5 NN O O
0.4 NN O O
53.0 NN O O
0 NN O O
High NN B-AdverseReaction B-AdverseReaction
AST NN I-AdverseReaction I-AdverseReaction
30.6 NN O O
2.1 NN O O
36.3 NN O O
1.5 NN O O
Hypokalemia NN B-AdverseReaction B-AdverseReaction
28.3 NN O O
5.3 NN O O
19.8 NN O O
1.0 NN O O
Hypophosphatemia NN B-AdverseReaction B-AdverseReaction
23.8 NN O O
7.2 NN O O
15.7 NN O O
5.8 NN O O
High NN B-AdverseReaction B-AdverseReaction
ALT NN I-AdverseReaction I-AdverseReaction
11.1 NN O O
1.4 NN O O
10.4 NN O O
0.8 NN O O
High NN B-AdverseReaction B-AdverseReaction
Total NN I-AdverseReaction I-AdverseReaction
Bilirubin NN I-AdverseReaction I-AdverseReaction
6.6 NN O O
0.1 NN O O
4.6 NN O O
0 NN O O
Study NN O O
2 NN O O
: NN O O
Metastatic NN O O
CRPC NN O O
Prior NN O O
to NN O O
Chemotherapy NN O O
Study NN O O
2 NN O O
enrolled NN O O
1088 NN O O
patients NN O O
with NN O O
metastatic NN O O
CRPC NN O O
who NN O O
had NN O O
not NN O O
received NN O O
prior NN O O
cytotoxic NN O O
chemotherapy NN O O
. NN O O
Patients NN O O
were NN O O
ineligible NN O O
if NN O O
AST NN O O
and/or NN O O
ALT NN O O
>=2.5 NN O O
* NN O O
ULN NN O O
and NN O O
patients NN O O
were NN O O
excluded NN O O
if NN O O
they NN O O
had NN O O
liver NN O O
metastases NN O O
. NN O O
Table NN O O
3 NN O O
shows NN O O
adverse NN O O
reactions NN O O
on NN O O
the NN O O
ZYTIGA NN O O
arm NN O O
in NN O O
Study NN O O
2 NN O O
that NN O O
occurred NN O O
with NN O O
a NN O O
>=2 NN O O
% NN O O
absolute NN O O
increase NN O O
in NN O O
frequency NN O O
compared NN O O
to NN O O
placebo NN O O
. NN O O
The NN O O
median NN O O
duration NN O O
of NN O O
treatment NN O O
with NN O O
ZYTIGA NN O O
was NN O O
13.8 NN O O
months NN O O
. NN O O
Table NN O O
3 NN O O
: NN O O
Adverse NN O O
Reactions NN O O
in NN O O
>=5 NN O O
% NN O O
of NN O O
Patients NN O O
on NN O O
the NN O O
ZYTIGA NN O O
Arm NN O O
in NN O O
Study NN O O
2 NN O O
ZYTIGA NN O O
with NN O O
Prednisone NN O O
( NN O O
N=542 NN O O
) NN O O
Placebo NN O O
with NN O O
Prednisone NN O O
( NN O O
N=540 NN O O
) NN O O
System/Organ NN O O
Class NN O O
Adverse NN O O
reaction NN O O
All NN O O
Grades NN O O
% NN O O
Grade NN O O
3 NN O O
- NN O O
4 NN O O
% NN O O
All NN O O
Grades NN O O
% NN O O
Grade NN O O
3 NN O O
- NN O O
4 NN O O
% NN O O
General NN O O
disorders NN O O
Fatigue NN B-AdverseReaction B-AdverseReaction
39.1 NN O O
2.2 NN O O
34.3 NN O O
1.7 NN O O
Edema NN B-AdverseReaction B-AdverseReaction
25.1 NN O O
0.4 NN O O
20.7 NN O O
1.1 NN O O
Pyrexia NN B-AdverseReaction B-AdverseReaction
8.7 NN O O
0.6 NN O O
5.9 NN O O
0.2 NN O O
Musculoskeletal NN O O
and NN O O
connective NN O O
tissue NN O O
disorders NN O O
Joint NN B-AdverseReaction B-AdverseReaction
swelling NN I-AdverseReaction I-AdverseReaction
30.3 NN O O
2.0 NN O O
25.2 NN O O
2.0 NN O O
Groin NN B-AdverseReaction B-AdverseReaction
pain NN I-AdverseReaction I-AdverseReaction
6.6 NN O O
0.4 NN O O
4.1 NN O O
0.7 NN O O
Gastrointestinal NN O O
disorders NN O O
Constipation NN B-AdverseReaction B-AdverseReaction
23.1 NN O O
0.4 NN O O
19.1 NN O O
0.6 NN O O
Diarrhea NN B-AdverseReaction B-AdverseReaction
21.6 NN O O
0.9 NN O O
17.8 NN O O
0.9 NN O O
Dyspepsia NN B-AdverseReaction B-AdverseReaction
11.1 NN O O
0.0 NN O O
5.0 NN O O
0.2 NN O O
Vascular NN O O
disorders NN O O
Hot NN B-AdverseReaction B-AdverseReaction
flush NN I-AdverseReaction I-AdverseReaction
22.3 NN O O
0.2 NN O O
18.1 NN O O
0.0 NN O O
Hypertension NN B-AdverseReaction B-AdverseReaction
21.6 NN O O
3.9 NN O O
13.1 NN O O
3.0 NN O O
Respiratory NN O O
, NN O O
thoracic NN O O
and NN O O
mediastinal NN O O
disorders NN O O
Cough NN B-AdverseReaction B-AdverseReaction
17.3 NN O O
0.0 NN O O
13.5 NN O O
0.2 NN O O
Dyspnea NN B-AdverseReaction B-AdverseReaction
11.8 NN O O
2.4 NN O O
9.6 NN O O
0.9 NN O O
Psychiatric NN O O
disorders NN O O
Insomnia NN B-AdverseReaction B-AdverseReaction
13.5 NN O O
0.2 NN O O
11.3 NN O O
0.0 NN O O
Injury NN O O
, NN O O
poisoning NN O O
and NN O O
procedural NN O O
complications NN O O
Contusion NN B-AdverseReaction B-AdverseReaction
13.3 NN O O
0.0 NN O O
9.1 NN O O
0.0 NN O O
Falls NN B-AdverseReaction B-AdverseReaction
5.9 NN O O
0.0 NN O O
3.3 NN O O
0.0 NN O O
Infections NN O O
and NN O O
infestations NN O O
Upper NN B-AdverseReaction B-AdverseReaction
respiratory NN I-AdverseReaction I-AdverseReaction
tract NN I-AdverseReaction I-AdverseReaction
infection NN I-AdverseReaction I-AdverseReaction
12.7 NN O O
0.0 NN O O
8.0 NN O O
0.0 NN O O
Nasopharyngitis NN B-AdverseReaction B-AdverseReaction
10.7 NN O O
0.0 NN O O
8.1 NN O O
0.0 NN O O
Renal NN O O
and NN O O
urinary NN O O
disorders NN O O
Hematuria NN B-AdverseReaction B-AdverseReaction
10.3 NN O O
1.3 NN O O
5.6 NN O O
0.6 NN O O
Skin NN O O
and NN O O
subcutaneous NN O O
tissue NN O O
disorders NN O O
Rash NN B-AdverseReaction B-AdverseReaction
8.1 NN O O
0.0 NN O O
3.7 NN O O
0.0 NN O O
Table NN O O
4 NN O O
shows NN O O
laboratory NN O O
abnormalities NN O O
that NN O O
occurred NN O O
in NN O O
greater NN O O
than NN O O
15 NN O O
% NN O O
of NN O O
patients NN O O
, NN O O
and NN O O
more NN O O
frequently NN O O
( NN O O
>5 NN O O
% NN O O
) NN O O
in NN O O
the NN O O
ZYTIGA NN O O
arm NN O O
compared NN O O
to NN O O
placebo NN O O
in NN O O
Study NN O O
2 NN O O
. NN O O
Grade NN B-Severity B-Severity
3 NN I-Severity I-Severity
- NN I-Severity I-Severity
4 NN I-Severity I-Severity
lymphopenia NN B-AdverseReaction B-AdverseReaction
( NN O O
9 NN O O
% NN O O
) NN O O
, NN O O
hyperglycemia NN B-AdverseReaction B-AdverseReaction
( NN O O
7 NN O O
% NN O O
) NN O O
and NN O O
high NN B-AdverseReaction B-AdverseReaction
alanine NN I-AdverseReaction I-AdverseReaction
aminotransferase NN I-AdverseReaction I-AdverseReaction
( NN O O
6 NN O O
% NN O O
) NN O O
occurred NN O O
at NN O O
a NN O O
greater NN O O
than NN O O
5 NN O O
% NN O O
rate NN O O
in NN O O
the NN O O
ZYTIGA NN O O
arm NN O O
. NN O O
Table NN O O
4 NN O O
: NN O O
Laboratory NN O O
Abnormalities NN O O
in NN O O
>15 NN O O
% NN O O
of NN O O
Patients NN O O
in NN O O
the NN O O
ZYTIGA NN O O
Arm NN O O
of NN O O
Study NN O O
2 NN O O
Abiraterone NN O O
( NN O O
N=542 NN O O
) NN O O
Placebo NN O O
( NN O O
N=540 NN O O
) NN O O
Laboratory NN O O
Abnormality NN O O
Grade NN O O
1 NN O O
- NN O O
4 NN O O
% NN O O
Grade NN O O
3 NN O O
- NN O O
4 NN O O
% NN O O
Grade NN O O
1 NN O O
- NN O O
4 NN O O
% NN O O
Grade NN O O
3 NN O O
- NN O O
4 NN O O
% NN O O
Hematology NN O O
Lymphopenia NN B-AdverseReaction B-AdverseReaction
38.2 NN O O
8.7 NN O O
31.7 NN O O
7.4 NN O O
Chemistry NN O O
Hyperglycemia NN B-AdverseReaction B-AdverseReaction
56.6 NN O O
6.5 NN O O
50.9 NN O O
5.2 NN O O
High NN B-AdverseReaction B-AdverseReaction
ALT NN I-AdverseReaction I-AdverseReaction
41.9 NN O O
6.1 NN O O
29.1 NN O O
0.7 NN O O
High NN B-AdverseReaction B-AdverseReaction
AST NN I-AdverseReaction I-AdverseReaction
37.3 NN O O
3.1 NN O O
28.7 NN O O
1.1 NN O O
Hypernatremia NN B-AdverseReaction B-AdverseReaction
32.8 NN O O
0.4 NN O O
25.0 NN O O
0.2 NN O O
Hypokalemia NN B-AdverseReaction B-AdverseReaction
17.2 NN O O
2.8 NN O O
10.2 NN O O
1.7 NN O O
Cardiovascular NN O O
Adverse NN O O
Reactions NN O O
: NN O O
In NN O O
the NN O O
combined NN O O
data NN O O
for NN O O
studies NN O O
1 NN O O
and NN O O
2 NN O O
, NN O O
cardiac NN B-AdverseReaction B-AdverseReaction
failure NN I-AdverseReaction I-AdverseReaction
occurred NN O O
more NN O O
commonly NN O O
in NN O O
patients NN O O
treated NN O O
with NN O O
ZYTIGA NN O O
compared NN O O
to NN O O
patients NN O O
on NN O O
the NN O O
placebo NN O O
arm NN O O
( NN O O
2.1 NN O O
% NN O O
versus NN O O
0.7 NN O O
% NN O O
) NN O O
. NN O O
Grade NN B-Severity B-Severity
3 NN I-Severity I-Severity
- NN I-Severity I-Severity
4 NN I-Severity I-Severity
cardiac NN B-AdverseReaction B-AdverseReaction
failure NN I-AdverseReaction I-AdverseReaction
occurred NN O O
in NN O O
1.6 NN O O
% NN O O
of NN O O
patients NN O O
taking NN O O
ZYTIGA NN O O
and NN O O
led NN O O
to NN O O
5 NN O O
treatment NN O O
discontinuations NN O O
and NN O O
2 NN O O
deaths NN B-AdverseReaction B-AdverseReaction
Grade NN B-Severity B-Severity
3 NN I-Severity I-Severity
- NN I-Severity I-Severity
4 NN I-Severity I-Severity
cardiac NN B-AdverseReaction B-AdverseReaction
failure NN I-AdverseReaction I-AdverseReaction
occurred NN O O
in NN O O
0.2 NN O O
% NN O O
of NN O O
patients NN O O
taking NN O O
placebo NN B-Factor B-Factor
There NN O O
were NN O O
no NN O O
treatment NN O O
discontinuations NN O O
and NN O O
one NN O O
death NN B-AdverseReaction B-AdverseReaction
due NN O O
to NN O O
cardiac NN B-AdverseReaction B-AdverseReaction
failure NN I-AdverseReaction I-AdverseReaction
in NN O O
the NN O O
placebo NN B-Factor B-Factor
group NN O O
. NN O O
In NN O O
Study NN O O
1 NN O O
and NN O O
2 NN O O
, NN O O
the NN O O
majority NN O O
of NN O O
arrhythmias NN B-AdverseReaction B-AdverseReaction
were NN O O
grade NN B-Severity B-Severity
1 NN I-Severity I-Severity
or NN O O
2 NN O O
. NN O O
There NN O O
was NN O O
one NN O O
death NN B-AdverseReaction B-AdverseReaction
associated NN O O
with NN O O
arrhythmia NN B-AdverseReaction B-AdverseReaction
and NN O O
one NN O O
patient NN O O
with NN O O
sudden NN B-AdverseReaction B-AdverseReaction
death NN I-AdverseReaction I-AdverseReaction
in NN O O
the NN O O
ZYTIGA NN O O
arms NN O O
and NN O O
no NN B-Negation B-Negation
deaths NN B-AdverseReaction B-AdverseReaction
in NN O O
the NN O O
placebo NN B-Factor B-Factor
arms NN O O
. NN O O
There NN O O
were NN O O
7 NN O O
( NN O O
0.5 NN O O
% NN O O
) NN O O
deaths NN B-AdverseReaction B-AdverseReaction
due NN O O
to NN O O
cardiorespiratory NN B-AdverseReaction B-AdverseReaction
arrest NN I-AdverseReaction I-AdverseReaction
in NN O O
the NN O O
ZYTIGA NN O O
arms NN O O
and NN O O
3 NN O O
( NN O O
0.3 NN O O
% NN O O
) NN O O
deaths NN B-AdverseReaction B-AdverseReaction
in NN O O
the NN O O
placebo NN B-Factor B-Factor
arms NN O O
. NN O O
Myocardial NN B-AdverseReaction B-AdverseReaction
ischemia NN I-AdverseReaction I-AdverseReaction
or NN O O
myocardial NN B-AdverseReaction B-AdverseReaction
infarction NN I-AdverseReaction I-AdverseReaction
led NN O O
to NN O O
death NN B-AdverseReaction B-AdverseReaction
in NN O O
3 NN O O
patients NN O O
